symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
CURLF,"Curaleaf Holdings, Inc.",14.75,-0.3,-1.99%,2.554M,1.469M,10.069B,,1469000,10069000000
GLPI,"Gaming and Leisure Properties, Inc.",43.16,0.27,0.63%,1.612M,1.242M,10.047B,18.76,1242000,10047000000
MMP,"Magellan Midstream Partners, L.P.",44.88,0.25,0.56%,1.827M,1.556M,10.021B,12.4,1556000,10021000000
TAP,Molson Coors Beverage Company,46.16,0.77,1.70%,3.987M,2.366M,10.011B,,2366000,10011000000
WU,The Western Union Company,24.09,0.62,2.64%,3.474M,4.447M,9.899B,13.46,4447000,9899000000
AEG,Aegon N.V.,4.9,-0.01,-0.20%,3.661M,2.253M,9.89B,4.49,2253000,9890000000
WSM,"Williams-Sonoma, Inc.",128.17,1.7,1.34%,1.201M,1.164M,9.816B,18.8,1164000,9816000000
REG,Regency Centers Corporation,57.68,1.4,2.49%,1.304M,1.196M,9.796B,221.85,1196000,9796000000
NRG,"NRG Energy, Inc.",39.85,1.1,2.84%,3.409M,2.93M,9.751B,19.25,2930000,9751000000
DBX,"Dropbox, Inc.",23.48,0.43,1.87%,9.121M,8.197M,9.738B,,8196999,9738000000
CMA,Comerica Incorporated,69.88,1.51,2.21%,1.357M,1.396M,9.733B,21.37,1396000,9733000000
STLD,"Steel Dynamics, Inc.",45.72,2.51,5.81%,2.973M,1.952M,9.647B,17.65,1952000,9647000000
GME,GameStop Corp.,137.74,5.39,4.07%,30.734M,41.04M,9.607B,,41040000,9607000000
AI,"C3.ai, Inc.",95.15,6.64,7.50%,7.156M,5.11M,9.604B,,5110000,9604000000
LEVI,Levi Strauss & Co.,24.07,0.16,0.67%,3.016M,1.42M,9.581B,,1420000,9581000000
PNR,Pentair plc,57.68,1.42,2.52%,"9,01,656",1.044M,9.579B,26.97,1044000,9579000000
DNB,"Dun & Bradstreet Holdings, Inc.",22.25,-0.02,-0.09%,2.026M,1.845M,9.555B,,1845000,9555000000
FHN,First Horizon Corporation,17.1,0.78,4.78%,9.526M,6.588M,9.499B,9.05,6588000,9499000000
YY,JOYY Inc.,116.6,-1.29,-1.09%,1.344M,1.353M,9.443B,28.86,1353000,9443000000
AMH,American Homes 4 Rent,29.78,0.38,1.29%,3.389M,1.645M,9.433B,107.51,1645000,9433000000
UA,"Under Armour, Inc.",18.74,-0.23,-1.21%,3.829M,3.78M,9.402B,,3780000,9402000000
UAA,"Under Armour, Inc.",22.66,-0.13,-0.57%,6.949M,5.488M,9.402B,,5488000,9402000000
ATH,Athene Holding Ltd.,48.88,1.1,2.30%,"9,92,520",1.097M,9.366B,5.86,1097000,9366000000
ST,Sensata Technologies Holding plc,59.23,0.71,1.21%,1.15M,1.129M,9.337B,56.95,1129000,9337000000
SSL,Sasol Limited,14.4,0.94,6.98%,1.764M,1.004M,9.329B,13.75,1004000,9329000000
BBIO,"BridgeBio Pharma, Inc.",62.22,-0.3,-0.48%,"8,65,910",1.007M,9.268B,,1006999,9268000000
MRVI,"Maravai LifeSciences Holdings, Inc.",35.59,1.52,4.46%,1.476M,1.239M,9.169B,,1239000,9169000000
ZION,"Zions Bancorporation, National Association",55.79,1.83,3.39%,2.24M,1.465M,9.161B,18.47,1465000,9161000000
KL,Kirkland Lake Gold Ltd.,34.22,0.53,1.57%,1.887M,1.922M,9.127B,11.76,1922000,9127000000
NCLH,Norwegian Cruise Line Holdings Ltd.,28.85,-4.05,-12.31%,96.475M,20.657M,9.109B,,20657000,9109000000
MCFE,McAfee Corp.,21.19,-0.07,-0.33%,"5,23,470",1.146M,9.099B,,1146000,9099000000
AU,AngloGold Ashanti Limited,21.61,0.76,3.65%,3.245M,3.009M,9.009B,9.53,3009000,9009000000
SID,Companhia Siderúrgica Nacional,6.46,0.31,5.04%,5.681M,3.676M,8.987B,9.02,3676000,8987000000
BLDR,"Builders FirstSource, Inc.",43.52,1.2,2.84%,2.764M,2.379M,8.984B,16.36,2379000,8984000000
RL,Ralph Lauren Corporation,122.2,1.23,1.02%,1.474M,1.107M,8.935B,,1107000,8935000000
NLSN,Nielsen Holdings plc,24.95,1.09,4.57%,11.793M,4.606M,8.927B,,4606000,8927000000
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,5.62,-0.03,-0.53%,"8,39,582",1.431M,8.89B,,1431000,8890000000
RP,"RealPage, Inc.",86.92,0.03,0.03%,1.681M,2.285M,8.874B,188.96,2285000,8874000000
APA,APA Corporation,23.25,2.27,10.82%,13.115M,9.312M,8.785B,,9312000,8785000000
KSS,Kohl's Corporation,55.59,0.78,1.42%,2.197M,4.379M,8.771B,,4379000,8771000000
BYND,"Beyond Meat, Inc.",138.3,1.88,1.38%,4.46M,4.416M,8.705B,,4416000,8705000000
RHI,Robert Half International Inc.,76.92,1.12,1.48%,1.288M,1.143M,8.702B,28.49,1143000,8702000000
OHI,"Omega Healthcare Investors, Inc.",37.52,0.36,0.97%,2.124M,1.614M,8.696B,53.91,1614000,8696000000
VER,"VEREIT, Inc.",37.81,0.17,0.45%,2.08M,2.24M,8.66B,52.59,2240000,8660000000
CRSP,CRISPR Therapeutics AG,114.65,-0.84,-0.73%,5.229M,2.457M,8.648B,,2457000,8648000000
COLD,Americold Realty Trust,34.26,0.21,0.62%,1.744M,1.566M,8.646B,311.45,1566000,8646000000
VST,Vistra Corp.,17.82,0.33,1.89%,7.587M,5.457M,8.62B,13.71,5457000,8620000000
ACM,AECOM,58.26,1.68,2.97%,"8,11,486",1.11M,8.606B,,1110000,8606000000
GNTX,Gentex Corporation,35.3,0.68,1.96%,1.443M,1.689M,8.601B,25.11,1689000,8601000000
STOR,STORE Capital Corporation,32.2,0.09,0.28%,1.688M,1.912M,8.582B,38.38,1912000,8582000000
VNO,Vornado Realty Trust,44.8,0.34,0.76%,2.879M,2.54M,8.573B,,2540000,8573000000
NI,NiSource Inc.,21.86,0.36,1.67%,4.957M,3.157M,8.566B,,3157000,8566000000
AGNC,AGNC Investment Corp.,15.9,-0.02,-0.09%,13.895M,6.723M,8.553B,,6723000,8553000000
NYT,The New York Times Company,50.72,0.26,0.52%,1.08M,1.712M,8.453B,84.53,1712000,8452999999
FLEX,Flex Ltd.,16.83,-0.37,-2.15%,11.121M,5.342M,8.401B,20.25,5342000,8401000000
USFD,US Foods Holding Corp.,38,0.63,1.69%,2.443M,1.881M,8.401B,,1881000,8401000000
ACI,"Albertsons Companies, Inc.",17.75,-0.18,-1.00%,2.895M,2.635M,8.263B,,2635000,8263000000
WES,"Western Midstream Partners, LP",19.97,0.18,0.91%,2.437M,1.813M,8.249B,16.87,1813000,8249000000
KGC,Kinross Gold Corporation,6.55,0.1,1.55%,18.051M,19.963M,8.247B,6.18,19963000,8247000000
KIM,Kimco Realty Corporation,19.02,0.39,2.09%,3.729M,4.771M,8.225B,8.45,4771000,8225000000
ARCC,Ares Capital Corporation,18.74,0.22,1.19%,2.676M,2.181M,8.187B,16.44,2181000,8186999999
PLAN,"Anaplan, Inc.",57.44,-1.16,-1.98%,5.112M,1.938M,8.15B,,1938000,8150000000
MNSO,MINISO Group Holding Limited,26.7,-1.18,-4.23%,1.443M,1.168M,8.116B,,1168000,8116000000
ALK,"Alaska Air Group, Inc.",64.89,0.27,0.42%,1.784M,1.86M,8.061B,,1860000,8061000000
PHYS,Sprott Physical Gold Trust,13.5,0.06,0.45%,2.632M,2.295M,8.042B,,2295000,8042000000
GFI,Gold Fields Limited,9.37,0.43,4.81%,8.72M,6.251M,7.976B,11.43,6251000,7976000000
TRGP,Targa Resources Corp.,34.55,1.15,3.44%,2.306M,1.962M,7.9B,,1962000,7900000000
FATE,"Fate Therapeutics, Inc.",83.65,0.51,0.61%,1.53M,1.187M,7.845B,,1187000,7845000000
GGB,Gerdau S.A.,4.89,0.17,3.60%,10.716M,6.112M,7.831B,58.92,6112000,7831000000
PBCT,"People's United Financial, Inc.",18.39,0.5,2.79%,5.94M,5.51M,7.825B,37.61,5510000,7825000000
FVRR,Fiverr International Ltd.,218.08,-7.82,-3.46%,2.03M,1.25M,7.817B,,1250000,7817000000
IIVI,II-VI Incorporated,74.61,-1,-1.32%,2.504M,1.481M,7.816B,41.61,1481000,7816000000
JNPR,"Juniper Networks, Inc.",23.81,0.18,0.76%,6.251M,4.855M,7.814B,30.92,4855000,7814000000
FSLR,"First Solar, Inc.",73.7,-1.66,-2.20%,4.641M,2.693M,7.811B,19.76,2693000,7811000000
ANGI,ANGI Homeservices Inc.,15.59,0.35,2.30%,2.25M,2.644M,7.796B,,2644000,7796000000
TIXT,TELUS International (Cda) Inc.,28.8,1.06,3.82%,"6,31,604",1.298M,7.792B,,1298000,7792000000
G,Genpact Limited,41.41,1.44,3.60%,1.11M,1.173M,7.791B,26.38,1173000,7791000000
VOYA,"Voya Financial, Inc.",62.24,0.1,0.16%,1.198M,1.242M,7.705B,,1242000,7705000000
ABCL,AbCellera Biologics Inc.,28.61,-1.44,-4.79%,1.794M,1.165M,7.701B,,1165000,7701000000
SMAR,Smartsheet Inc.,62.99,-3.08,-4.66%,2.217M,1.218M,7.7B,,1218000,7700000000
GBTC,Grayscale Bitcoin Trust (BTC),43.8,2.4,5.80%,23.615M,16.385M,7.698B,,16385000,7698000000
CIEN,Ciena Corporation,49.55,0.68,1.39%,2.513M,1.729M,7.688B,21.84,1729000,7688000000
SFIX,"Stitch Fix, Inc.",73,3.1,4.43%,3.306M,3.762M,7.655B,,3762000,7655000000
JEF,Jefferies Financial Group Inc.,30.53,0.8,2.69%,1.701M,2.302M,7.632B,11.51,2302000,7632000000
MBT,Mobile TeleSystems Public Joint Stock Company,8.51,0,0.00%,3.959M,3.32M,7.602B,70.33,3320000,7602000000
DADA,Dada Nexus Limited,32.51,0.29,0.90%,1.869M,2.247M,7.595B,,2247000,7595000000
COG,Cabot Oil & Gas Corporation,18.97,0.32,1.72%,6.254M,5.916M,7.577B,37.94,5916000,7577000000
KRC,Kilroy Realty Corporation,64.52,0.26,0.40%,"7,51,684",1.163M,7.508B,39.58,1163000,7508000000
KNX,Knight-Swift Transportation Holdings Inc.,45.32,0.83,1.87%,2.112M,1.733M,7.507B,18.88,1733000,7507000000
NNN,"National Retail Properties, Inc.",42.6,0.3,0.71%,"7,66,204",1.177M,7.467B,34.92,1177000,7467000000
IONS,"Ionis Pharmaceuticals, Inc.",52.78,1.51,2.95%,"9,18,678",1.104M,7.435B,,1104000,7435000000
FSLY,"Fastly, Inc.",64.84,-0.65,-0.99%,7.989M,5.918M,7.431B,,5918000,7431000000
LAZR,"Luminar Technologies, Inc.",22.93,-0.53,-2.26%,7.578M,11.436M,7.428B,,11436000,7428000000
TPX,"Tempur Sealy International, Inc.",36.13,1.96,5.74%,2.398M,2.123M,7.419B,22.03,2123000,7419000000
CUBE,CubeSmart,36.46,1.05,2.97%,1.276M,1.297M,7.281B,42.89,1297000,7281000000
TCF,TCF Financial Corporation,47.63,1.21,2.61%,"6,69,278",1.381M,7.269B,34.02,1381000,7269000000
FNMAS,Federal National Mortgage Association,5.73,-0.07,-1.21%,1.034M,1.955M,7.253B,"1,910.00",1955000,7253000000
CHPT,Chargepoint Holdings Inc.,26.13,1.92,7.93%,6.899M,3.974M,7.249B,,3974000,7249000000
MAT,"Mattel, Inc.",20.76,0.7,3.49%,2.545M,2.794M,7.228B,57.67,2794000,7228000000
PLNT,"Planet Fitness, Inc.",83.44,2.91,3.61%,2.018M,1.407M,7.222B,,1407000,7222000000
OVV,Ovintiv Inc.,27.82,0.52,1.90%,4.254M,3.556M,7.21B,,3556000,7210000000
CPRI,Capri Holdings Limited,47.7,1.26,2.71%,1.439M,3.132M,7.205B,,3132000,7205000000
FLIR,"FLIR Systems, Inc.",54.57,1.33,2.50%,1.329M,2.295M,7.162B,34.11,2295000,7162000000
BMBL,Bumble Inc.,61.65,2.01,3.37%,3.037M,7.925M,7.111B,,7925000,7111000000
OMF,"OneMain Holdings, Inc.",52.7,1.11,2.15%,1.88M,1.224M,7.08B,9.74,1224000,7080000000
PAA,"Plains All American Pipeline, L.P.",9.76,0.05,0.51%,5.761M,5.739M,7.047B,,5739000,7047000000
VRT,Vertiv Holdings Co,20.05,0.01,0.05%,7.871M,4.173M,7.046B,,4173000,7046000000
CLF,Cleveland-Cliffs Inc.,14.12,0.46,3.37%,25.153M,17.771M,7.044B,,17771000,7044000000
PSXP,Phillips 66 Partners LP,30.73,0.37,1.22%,1.259M,1.1M,7.017B,9.41,1100000,7017000000
EXEL,"Exelixis, Inc.",22.33,1.02,4.79%,2.006M,2.391M,6.967B,63.8,2391000,6967000000
DXC,DXC Technology Company,27.29,1.43,5.53%,3.972M,3.179M,6.948B,,3179000,6948000000
TRIP,"TripAdvisor, Inc.",51.5,-0.19,-0.37%,7.223M,3.366M,6.944B,,3366000,6944000000
XEC,Cimarex Energy Co.,67.19,3.5,5.50%,1.624M,1.311M,6.908B,,1311000,6908000000
SEE,Sealed Air Corporation,44.19,1.42,3.32%,1.186M,1.117M,6.846B,13.72,1117000,6846000000
CHNG,Change Healthcare Inc.,22.4,-0.05,-0.22%,5.33M,5.419M,6.827B,,5419000,6827000000
BYD,Boyd Gaming Corporation,60.42,1.63,2.77%,1.756M,1.128M,6.759B,,1128000,6759000000
AXTA,Axalta Coating Systems Ltd.,28.86,0.82,2.92%,2.82M,2.564M,6.752B,55.82,2564000,6752000000
SRPT,"Sarepta Therapeutics, Inc.",84.79,2.63,3.20%,1.777M,2.126M,6.734B,,2126000,6734000000
NVTA,Invitae Corporation,34.14,-1.87,-5.19%,9.196M,4.674M,6.714B,,4674000,6714000000
NOV,NOV Inc.,17.29,1.87,12.13%,12.804M,5.173M,6.712B,,5173000,6712000000
HBI,Hanesbrands Inc.,19.21,0.76,4.12%,4.989M,5.615M,6.701B,,5615000,6701000000
CD,Chindata Group Holdings Limited,18.64,-0.38,-2.00%,"8,62,531",1.303M,6.696B,,1303000,6696000000
MP,MP Materials Corp.,39.1,-1.86,-4.54%,8.259M,5.208M,6.675B,,5208000,6675000000
BLDP,Ballard Power Systems Inc.,22.38,-1.2,-5.09%,12.202M,6.949M,6.638B,,6949000,6638000000
AER,AerCap Holdings N.V.,50.8,0.81,1.62%,1.454M,1.259M,6.624B,,1259000,6624000000
SGFY,"Signify Health, Inc.",28.31,0.57,2.05%,"7,05,176",2.078M,6.619B,,2077999,6619000000
TOL,"Toll Brothers, Inc.",53.89,2.11,4.07%,2.117M,2.019M,6.619B,14.22,2019000,6619000000
APPS,"Digital Turbine, Inc.",74,-4.82,-6.12%,8.513M,3.802M,6.617B,179.61,3802000,6617000000
RCM,R1 RCM Inc.,25.22,-0.06,-0.24%,2.067M,1.028M,6.584B,77.13,1028000,6584000000
STWD,"Starwood Property Trust, Inc.",22.95,0.24,1.06%,1.913M,2.348M,6.551B,19.82,2348000,6551000000
LITE,Lumentum Holdings Inc.,86.11,0.79,0.93%,1.249M,1.769M,6.519B,35.35,1769000,6519000000
HFC,HollyFrontier Corporation,39.97,0.98,2.51%,1.974M,2.64M,6.492B,,2640000,6492000000
AZEK,The AZEK Company Inc.,41.91,-0.25,-0.59%,1.68M,1.262M,6.485B,,1262000,6485000000
PAAS,Pan American Silver Corp.,30.85,-0.06,-0.19%,3.67M,3.498M,6.482B,36.42,3498000,6482000000
SPCE,"Virgin Galactic Holdings, Inc.",27.29,-3.01,-9.93%,36.952M,21.057M,6.466B,,21057000,6466000000
DKS,"DICK'S Sporting Goods, Inc.",71.69,1.83,2.62%,2.12M,1.995M,6.423B,16.82,1995000,6423000000
AIRC,Apartment Income REIT Corp.,41.25,-0.14,-0.34%,2.019M,1.78M,6.419B,,1780000,6419000000
RDFN,Redfin Corporation,62.07,-3.79,-5.75%,4.143M,1.937M,6.406B,,1937000,6406000000
OGE,OGE Energy Corp.,31.74,0.98,3.19%,1.185M,1.226M,6.349B,,1226000,6349000000
CCIV,Churchill Capital Corp IV,24.4,0.06,0.25%,53.893M,46.688M,6.313B,,46688000,6313000000
OSCR,"Oscar Health, Inc.",31,-1.07,-3.34%,5.505M,11.406M,6.297B,,11406000,6297000000
LEG,"Leggett & Platt, Incorporated",47.34,3.14,7.10%,1.168M,1.065M,6.296B,26.01,1065000,6296000000
ORI,Old Republic International Corporation,20.66,0.51,2.53%,2.575M,2.035M,6.284B,11.05,2035000,6284000000
CCJ,Cameco Corporation,15.8,-0.47,-2.89%,9.738M,6.292M,6.257B,,6292000,6257000000
NVST,Envista Holdings Corporation,38.89,1.03,2.72%,1.114M,1.404M,6.226B,24.34,1404000,6226000000
EXPI,"eXp World Holdings, Inc.",44.11,-1.2,-2.65%,3.925M,2.101M,6.171B,254.97,2101000,6171000000
HUYA,HUYA Inc.,26.17,0.29,1.12%,2.988M,3.611M,6.158B,,3611000,6158000000
TGTX,"TG Therapeutics, Inc.",43.28,1.67,4.01%,2.139M,2.123M,6.085B,,2123000,6085000000
HUN,Huntsman Corporation,27.33,0.65,2.44%,3.33M,1.584M,6.04B,5.86,1584000,6040000000
COTY,Coty Inc.,7.82,0,0.00%,12.422M,13.547M,5.996B,,13547000,5996000000
BRX,Brixmor Property Group Inc.,20.17,0.4,2.02%,2.215M,2.423M,5.986B,49.56,2423000,5986000000
ADT,ADT Inc.,7.24,0.37,5.39%,6.352M,4.442M,5.983B,,4442000,5983000000
WSC,WillScot Mobile Mini Holdings Corp.,26.08,-0.01,-0.04%,3.598M,1.561M,5.974B,63.61,1561000,5974000000
MSTR,MicroStrategy Incorporated,620.24,-25.42,-3.94%,1.355M,1.095M,5.946B,,1095000,5946000000
FSR,Fisker Inc.,21.3,-1.28,-5.67%,20.859M,17.119M,5.906B,,17119000,5906000000
CFX,Colfax Corporation,49.75,1.96,4.10%,1.697M,1.044M,5.898B,161.53,1044000,5898000000
JBLU,JetBlue Airways Corporation,18.63,-0.19,-1.01%,13.585M,9.043M,5.888B,,9043000,5888000000
WOOF,"Petco Health and Wellness Company, Inc.",19.46,0.38,1.99%,2.366M,4.5M,5.877B,,4500000,5877000000
UNM,Unum Group,28.79,1.49,5.46%,4.779M,2.46M,5.865B,7.4,2460000,5865000000
SLM,SLM Corporation,16.12,0.13,0.81%,7.482M,5.486M,5.862B,7.16,5486000,5862000000
NKLA,Nikola Corporation,14.9,-1.13,-7.05%,18.923M,15.573M,5.84B,,15573000,5840000000
SKX,"Skechers U.S.A., Inc.",36.98,0.22,0.60%,1.185M,1.307M,5.833B,57.87,1307000,5833000000
HTA,"Healthcare Trust of America, Inc.",26.52,0.17,0.65%,1.619M,1.778M,5.801B,110.5,1778000,5801000000
DEI,"Douglas Emmett, Inc.",33,0.31,0.95%,2.843M,1.547M,5.79B,117.86,1547000,5790000000
CLGX,"CoreLogic, Inc.",79.09,-2.7,-3.30%,3.002M,1.614M,5.786B,21.14,1614000,5786000000
VIR,"Vir Biotechnology, Inc.",45.18,5.51,13.89%,2.131M,1.777M,5.776B,,1777000,5776000000
LSCC,Lattice Semiconductor Corporation,41.96,-0.15,-0.37%,2.991M,1.017M,5.728B,123.4,1016999,5728000000
YETI,"YETI Holdings, Inc.",65.63,0.54,0.83%,1.4M,1.468M,5.721B,37.08,1468000,5721000000
API,"Agora, Inc.",57.64,-2.16,-3.61%,1.943M,1.917M,5.719B,,1917000,5719000000
THC,Tenet Healthcare Corporation,53.78,1.09,2.07%,"9,04,473",1.069M,5.711B,14.34,1069000,5711000000
NYCB,"New York Community Bancorp, Inc.",12.24,0.17,1.41%,4.564M,4.081M,5.7B,12,4081000,5700000000
NCNO,"nCino, Inc.",61.64,-2.32,-3.63%,1.851M,1.229M,5.689B,,1229000,5689000000
PACB,"Pacific Biosciences of California, Inc.",29.27,0.49,1.70%,11.286M,5.715M,5.652B,172.18,5715000,5652000000
GRUB,Grubhub Inc.,60.19,0.97,1.64%,1.016M,1.544M,5.613B,,1544000,5613000000
PSTH,"Pershing Square Tontine Holdings, Ltd.",28,2.56,10.06%,14.529M,4.31M,5.6B,,4310000,5600000000
HLF,Herbalife Nutrition Ltd.,47.48,1.66,3.62%,1.149M,1.064M,5.599B,17.14,1064000,5599000000
NTNX,"Nutanix, Inc.",27.27,0.65,2.44%,2.855M,1.918M,5.571B,,1918000,5571000000
AYX,"Alteryx, Inc.",83.14,-2.47,-2.89%,3.522M,1.642M,5.559B,,1642000,5559000000
DQ,Daqo New Energy Corp.,79.98,-6.16,-7.15%,4.303M,2.891M,5.557B,76.9,2891000,5557000000
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",84.77,2.61,3.18%,1.1M,1.261M,5.546B,24.41,1261000,5546000000
PSTG,"Pure Storage, Inc.",20.67,0.47,2.33%,11.464M,5.081M,5.544B,,5081000,5544000000
HALO,"Halozyme Therapeutics, Inc.",40.91,0.5,1.24%,2.102M,1.452M,5.534B,44.96,1452000,5534000000
JWN,"Nordstrom, Inc.",35.07,-0.45,-1.27%,4.396M,4.696M,5.534B,,4696000,5534000000
UPWK,Upwork Inc.,44.25,0.67,1.54%,4.217M,2.341M,5.53B,,2341000,5530000000
ONEM,"1Life Healthcare, Inc.",41.15,-0.21,-0.51%,3.5M,1.422M,5.473B,,1422000,5473000000
PRGO,Perrigo Company plc,41.04,0.47,1.16%,1.088M,1.435M,5.462B,,1435000,5462000000
ORCC,Owl Rock Capital Corporation,13.94,0.05,0.36%,1.222M,1.479M,5.456B,9.8,1479000,5456000000
KT,KT Corporation,11.63,0.1,0.87%,1.916M,1.038M,5.446B,12.06,1038000,5446000000
FL,"Foot Locker, Inc.",52.11,1.42,2.80%,2.373M,1.873M,5.43B,16.96,1873000,5430000000
AA,Alcoa Corporation,28.99,0.4,1.40%,7.778M,6.267M,5.399B,,6267000,5399000000
VNT,Vontier Corporation,32.02,1.11,3.59%,2.089M,2.58M,5.397B,,2580000,5397000000
BJ,"BJ's Wholesale Club Holdings, Inc.",39.1,0.92,2.41%,3.211M,2.315M,5.368B,12.91,2315000,5368000000
SHLS,"Shoals Technologies Group, Inc.",32.2,-0.78,-2.37%,1.461M,2.606M,5.364B,,2606000,5364000000
HOG,"Harley-Davidson, Inc.",34.97,-0.15,-0.43%,2.539M,2.246M,5.361B,"4,371.25",2246000,5361000000
BB,BlackBerry Limited,9.45,-0.39,-3.96%,23.723M,50.604M,5.329B,,50604000,5329000000
VLY,Valley National Bancorp,12.99,0.29,2.28%,2.938M,2.159M,5.269B,13.97,2159000,5269000000
LMND,"Lemonade, Inc.",92.9,-2.9,-3.03%,6.073M,4.305M,5.257B,,4305000,5257000000
SPWR,SunPower Corporation,30.68,-0.59,-1.89%,6.447M,9.079M,5.233B,12.37,9079000,5233000000
AMKR,"Amkor Technology, Inc.",21.38,0.63,3.04%,2.654M,2.065M,5.203B,15.27,2065000,5203000000
VIRT,"Virtu Financial, Inc.",26.98,0.2,0.77%,1.416M,1.496M,5.191B,5.23,1496000,5191000000
XRX,Xerox Holdings Corporation,26.09,0.52,2.03%,2.272M,2.424M,5.183B,31.06,2424000,5183000000
LPX,Louisiana-Pacific Corporation,48.43,2.26,4.89%,1.381M,1.397M,5.158B,10.86,1397000,5158000000
ADS,Alliance Data Systems Corporation,103.75,6.46,6.64%,1.136M,1.042M,5.156B,23.25,1042000,5156000000
JHG,Janus Henderson Group plc,29.86,1.06,3.68%,1.341M,1.375M,5.146B,34.32,1375000,5146000000
FIZZ,National Beverage Corp.,54.71,5.83,11.93%,1.827M,1.32M,5.104B,31.72,1320000,5104000000
SWI,SolarWinds Corporation,16.13,0.12,0.75%,1.07M,2.56M,5.091B,32.26,2560000,5091000000
STAG,"STAG Industrial, Inc.",32.14,0.56,1.77%,1.358M,1.024M,5.091B,24.35,1024000,5091000000
IRDM,Iridium Communications Inc.,37.7,0.43,1.15%,3.052M,1.606M,5.062B,,1606000,5062000000
SLG,SL Green Realty Corp.,72.54,1.12,1.57%,1.093M,1.452M,5.031B,14.48,1452000,5031000000
AMWL,American Well Corporation,21.34,-1.01,-4.52%,2.977M,3.182M,5.014B,,3182000,5014000000
EQT,EQT Corporation,17.98,-0.33,-1.80%,7.308M,6.107M,5.014B,,6107000,5014000000
SHLX,"Shell Midstream Partners, L.P.",12.74,0.2,1.59%,1.567M,1.741M,5.011B,10.22,1741000,5011000000
GOOS,Canada Goose Holdings Inc.,45.07,1.35,3.09%,1.496M,1.862M,4.97B,65.99,1862000,4970000000
SPR,"Spirit AeroSystems Holdings, Inc.",47.12,0.72,1.55%,2.9M,3.111M,4.967B,,3111000,4967000000
PK,Park Hotels & Resorts Inc.,21.01,-0.14,-0.66%,4.916M,3.794M,4.966B,,3794000,4966000000
APHA,Aphria Inc.,15.71,-1,-5.98%,30.475M,23.74M,4.956B,52.54,23740000,4956000000
OLN,Olin Corporation,31.14,1.44,4.85%,1.311M,1.391M,4.94B,,1391000,4940000000
CROX,"Crocs, Inc.",75.3,0.14,0.19%,1.239M,1.029M,4.928B,16.51,1028999,4928000000
ASAN,"Asana, Inc.",30.71,0.15,0.49%,2.689M,1.687M,4.888B,,1687000,4888000000
DCP,"DCP Midstream, LP",23.43,-0.33,-1.39%,1.556M,1.165M,4.882B,,1165000,4882000000
X,United States Steel Corporation,18.15,0.63,3.60%,20.098M,18.4M,4.878B,,18400000,4878000000
SDGR,"Schrödinger, Inc.",69.54,-3.05,-4.20%,3.573M,1.077M,4.869B,,1077000,4869000000
FLO,"Flowers Foods, Inc.",22.96,0.56,2.50%,1.186M,1.098M,4.861B,31.93,1098000,4861000000
ALGM,"Allegro MicroSystems, Inc.",25.63,0.18,0.71%,"8,19,767",1.097M,4.855B,,1097000,4855000000
MPLN,MultiPlan Corporation,6.9,0.49,7.64%,5.654M,3.394M,4.795B,,3394000,4795000000
MDLA,"Medallia, Inc.",31.8,-6.02,-15.92%,9.756M,1.802M,4.784B,,1802000,4784000000
SABR,Sabre Corporation,15.05,-0.26,-1.70%,13.302M,8.498M,4.776B,,8498000,4776000000
SAIL,"SailPoint Technologies Holdings, Inc.",52.19,-1.64,-3.05%,2.015M,1.128M,4.772B,,1128000,4772000000
IOVA,"Iovance Biotherapeutics, Inc.",32.36,0.59,1.86%,3.356M,1.367M,4.756B,,1367000,4756000000
QRTEA,"Qurate Retail, Inc.",11.6,-0.08,-0.68%,4.471M,3.973M,4.75B,4.06,3973000,4750000000
BTG,B2Gold Corp.,4.51,0.02,0.45%,7.411M,7.665M,4.745B,7.64,7665000,4745000000
AEO,"American Eagle Outfitters, Inc.",28.54,0.85,3.07%,7.328M,4.836M,4.743B,,4836000,4743000000
CIT,CIT Group Inc.,47.93,1.53,3.30%,"6,95,816",1.013M,4.731B,,1012999,4731000000
DOYU,DouYu International Holdings Limited,14.7,0.97,7.06%,4.105M,4.031M,4.718B,,4030999,4718000000
M,"Macy's, Inc.",15.12,-0.02,-0.13%,18.732M,23.855M,4.694B,,23855000,4694000000
CHX,ChampionX Corporation,23.37,1.69,7.80%,2.76M,1.698M,4.685B,,1698000,4685000000
NVT,nVent Electric plc,27.72,0.73,2.70%,1.441M,1.625M,4.662B,,1625000,4662000000
PRSP,Perspecta Inc.,28.84,-0.06,-0.21%,3.48M,2.034M,4.645B,,2033999,4645000000
NCR,NCR Corporation,35.57,1.42,4.16%,"7,52,410",1.324M,4.628B,,1324000,4628000000
VVV,Valvoline Inc.,25.49,0.93,3.79%,1.378M,1.709M,4.624B,14.4,1709000,4624000000
PACW,PacWest Bancorp,38.78,1.35,3.61%,1.878M,1.029M,4.622B,,1028999,4622000000
LPRO,Open Lending Corporation,36.34,-0.82,-2.21%,1.954M,1.237M,4.608B,,1237000,4608000000
LDI,"loanDepot, Inc.",18.51,0.19,1.04%,"4,47,013",1.484M,4.599B,1.17,1484000,4599000000
